application_id,student_id,org_id,applied_on,status,matching_score,student_projects,org_required_skills,org_required_domains
A01211,S0224,O020,2025-10-01,Applied,16.7,Energy optimization dashboard;Chatbot for student queries;E-commerce website;Predictive maintenance for machines,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A01212,S0293,O048,2026-03-24,Interview,33.3,Predictive maintenance for machines,Android;Keras;Docker,Finance;Cybersecurity
A01213,S0478,O053,2026-04-04,Rejected,33.3,IoT-based smart irrigation,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A01214,S0499,O013,2025-12-29,Shortlisted,33.3,Sentiment analysis for reviews;Image classifier for plant disease;IoT-based smart irrigation,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A01215,S0374,O041,2025-10-22,Offered,0.0,Blockchain-based certificate verification,AWS;Scikit-learn;Django;Azure;JavaScript;CSS,Electrical Systems
A01216,S0403,O021,2025-11-17,Applied,25.0,Smart traffic signal system,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A01217,S0138,O033,2026-01-09,Applied,0.0,Health monitoring wearable,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A01218,S0484,O003,2026-01-27,Applied,25.0,Health monitoring wearable,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A01219,S0115,O037,2026-02-02,Applied,40.0,IoT-based smart irrigation,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A01220,S0141,O028,2025-11-06,Applied,25.0,Resume parser;Attendance app using face recognition,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A01221,S0439,O001,2025-11-02,Applied,0.0,E-commerce website,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A01222,S0086,O013,2026-03-29,Interview,0.0,Health monitoring wearable;Chatbot for student queries;Predictive maintenance for machines,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A01223,S0352,O048,2025-10-27,Rejected,66.7,News summarizer;Automated essay grader,Android;Keras;Docker,Finance;Cybersecurity
A01224,S0184,O058,2025-12-13,Applied,0.0,Attendance app using face recognition,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A01225,S0107,O049,2025-11-14,Applied,14.3,Inventory management tool,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A01226,S0011,O002,2026-02-07,Shortlisted,0.0,E-commerce website;Attendance app using face recognition,Flutter;TensorFlow;Node.js,Web Development
A01227,S0128,O051,2025-12-03,Interview,0.0,IoT-based smart irrigation;E-commerce website;Automated essay grader,Docker;JavaScript;GCP,Business Analytics
A01228,S0207,O030,2025-11-20,Shortlisted,0.0,Resume parser;Blockchain-based certificate verification,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A01229,S0314,O001,2025-09-20,Shortlisted,20.0,Health monitoring wearable,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A01230,S0293,O050,2026-04-07,Shortlisted,0.0,Predictive maintenance for machines,SolidWorks;Flutter;Verilog;AWS;SQL;Tableau,Mobile App;Embedded Systems;Blockchain;Cybersecurity
A01231,S0047,O008,2025-11-23,Applied,0.0,Health monitoring wearable,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A01232,S0409,O001,2025-09-25,Shortlisted,0.0,Real-time object detection,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A01233,S0439,O055,2025-10-13,Applied,25.0,E-commerce website,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A01234,S0386,O048,2026-02-27,Applied,0.0,E-commerce website;Resume parser,Android;Keras;Docker,Finance;Cybersecurity
A01235,S0121,O009,2026-03-14,Applied,25.0,Automated essay grader,SQL;Django;Node.js;Linux,Digital Marketing
A01236,S0479,O030,2026-03-28,Offered,28.6,News summarizer;Attendance app using face recognition;Crop yield predictor,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A01237,S0345,O035,2026-04-05,Shortlisted,0.0,Attendance app using face recognition,SQL;Django;Android;Node.js;Java,Finance
A01238,S0236,O048,2026-03-22,Shortlisted,0.0,Image classifier for plant disease;Predictive maintenance for machines,Android;Keras;Docker,Finance;Cybersecurity
A01239,S0199,O001,2026-02-05,Interview,0.0,IoT-based smart irrigation;Crop yield predictor,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A01240,S0173,O020,2026-02-06,Accepted,0.0,Inventory management tool;Real-time object detection;Blockchain-based certificate verification,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A01241,S0487,O006,2026-02-07,Applied,20.0,Image classifier for plant disease;IoT-based smart irrigation;Attendance app using face recognition,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A01242,S0133,O025,2025-11-21,Applied,0.0,Inventory management tool,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A01243,S0012,O059,2026-02-19,Offered,0.0,Expense tracker app;Predictive maintenance for machines,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A01244,S0498,O038,2026-01-29,Applied,25.0,Expense tracker app;Chatbot for student queries;Blockchain-based certificate verification,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A01245,S0113,O016,2026-01-09,Applied,42.9,Sentiment analysis for reviews,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A01246,S0050,O047,2025-11-21,Rejected,25.0,Blockchain-based certificate verification;IoT-based smart irrigation,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A01247,S0043,O060,2025-10-14,Shortlisted,33.3,Chatbot for student queries;Smart traffic signal system,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A01248,S0044,O021,2025-10-13,Interview,50.0,Real-time object detection;Health monitoring wearable;Resume parser,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A01249,S0285,O042,2025-12-23,Interview,0.0,Recommendation system for courses,Docker;Flutter;React,UI/UX;IoT
A01250,S0169,O033,2025-10-26,Interview,33.3,Automated essay grader;Health monitoring wearable,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A01251,S0493,O052,2025-12-08,Applied,20.0,Attendance app using face recognition,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A01252,S0010,O013,2026-03-01,Applied,16.7,News summarizer;E-commerce website;Virtual lab for circuits;Recommendation system for courses,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A01253,S0435,O043,2025-09-23,Applied,25.0,IoT-based smart irrigation;Inventory management tool,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A01254,S0105,O021,2026-04-03,Applied,0.0,Virtual lab for circuits,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A01255,S0212,O027,2025-09-27,Applied,28.6,News summarizer;Crop yield predictor,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A01256,S0193,O037,2026-02-22,Shortlisted,20.0,Virtual lab for circuits,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A01257,S0146,O038,2026-03-19,Applied,25.0,Automated essay grader;Image classifier for plant disease,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A01258,S0208,O028,2026-01-11,Applied,0.0,Energy optimization dashboard;Sentiment analysis for reviews;Inventory management tool,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A01259,S0028,O007,2025-10-04,Shortlisted,0.0,Inventory management tool;Crop yield predictor;IoT-based smart irrigation,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A01260,S0137,O057,2026-03-03,Interview,0.0,News summarizer,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A01261,S0415,O009,2026-03-19,Interview,0.0,Virtual lab for circuits;Inventory management tool,SQL;Django;Node.js;Linux,Digital Marketing
A01262,S0467,O006,2026-03-15,Shortlisted,0.0,Inventory management tool,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A01263,S0472,O009,2026-03-06,Applied,25.0,Automated essay grader,SQL;Django;Node.js;Linux,Digital Marketing
A01264,S0229,O039,2026-04-04,Applied,25.0,IoT-based smart irrigation;Energy optimization dashboard,React;R;Pandas;PyTorch,NLP;DevOps
A01265,S0001,O010,2025-12-29,Applied,28.6,Sentiment analysis for reviews,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A01266,S0272,O023,2026-01-26,Rejected,28.6,Image classifier for plant disease;Health monitoring wearable;Chatbot for student queries;Attendance app using face recognition,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A01267,S0255,O017,2026-03-15,Applied,0.0,Recommendation system for courses,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A01268,S0070,O030,2025-11-17,Interview,0.0,Virtual lab for circuits;Health monitoring wearable;Inventory management tool,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A01269,S0184,O041,2025-11-08,Applied,16.7,Attendance app using face recognition,AWS;Scikit-learn;Django;Azure;JavaScript;CSS,Electrical Systems
A01270,S0082,O060,2025-11-15,Applied,0.0,Health monitoring wearable,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A01271,S0233,O002,2025-09-22,Applied,33.3,Smart traffic signal system;Automated essay grader,Flutter;TensorFlow;Node.js,Web Development
A01272,S0082,O040,2025-10-14,Accepted,28.6,Health monitoring wearable,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A01273,S0287,O009,2026-02-08,Interview,0.0,Virtual lab for circuits;Predictive maintenance for machines;Attendance app using face recognition,SQL;Django;Node.js;Linux,Digital Marketing
A01274,S0055,O036,2025-10-19,Interview,0.0,Expense tracker app,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A01275,S0481,O005,2026-02-27,Applied,0.0,Inventory management tool;Blockchain-based certificate verification;E-commerce website;Energy optimization dashboard,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A01276,S0324,O021,2025-12-17,Shortlisted,25.0,Real-time object detection;Image classifier for plant disease;Virtual lab for circuits,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A01277,S0147,O043,2025-12-30,Applied,0.0,Expense tracker app,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A01278,S0017,O004,2026-01-16,Shortlisted,0.0,Real-time object detection;Crop yield predictor;E-commerce website,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A01279,S0113,O004,2025-11-26,Applied,14.3,Sentiment analysis for reviews,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A01280,S0013,O004,2025-10-11,Applied,14.3,Smart traffic signal system;Resume parser,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A01281,S0125,O034,2025-10-26,Applied,0.0,Energy optimization dashboard;Sentiment analysis for reviews,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A01282,S0016,O006,2026-03-24,Rejected,40.0,Predictive maintenance for machines;News summarizer;Crop yield predictor,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A01283,S0465,O012,2025-11-10,Accepted,25.0,Expense tracker app,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A01284,S0066,O037,2026-03-27,Accepted,20.0,Virtual lab for circuits,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A01285,S0322,O028,2025-10-07,Applied,25.0,Smart traffic signal system,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A01286,S0065,O002,2026-03-06,Rejected,0.0,Recommendation system for courses,Flutter;TensorFlow;Node.js,Web Development
A01287,S0485,O035,2026-03-22,Applied,0.0,Predictive maintenance for machines;Blockchain-based certificate verification;Attendance app using face recognition,SQL;Django;Android;Node.js;Java,Finance
A01288,S0255,O048,2026-01-07,Applied,0.0,Recommendation system for courses,Android;Keras;Docker,Finance;Cybersecurity
A01289,S0167,O015,2026-04-05,Rejected,0.0,Chatbot for student queries;News summarizer,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A01290,S0468,O049,2025-11-25,Applied,0.0,Chatbot for student queries;Predictive maintenance for machines,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A01291,S0372,O003,2025-12-07,Interview,0.0,Attendance app using face recognition;Image classifier for plant disease,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A01292,S0458,O010,2026-01-10,Applied,14.3,IoT-based smart irrigation,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A01293,S0113,O055,2026-03-01,Applied,0.0,Sentiment analysis for reviews,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A01294,S0423,O002,2025-10-17,Shortlisted,0.0,E-commerce website;Chatbot for student queries,Flutter;TensorFlow;Node.js,Web Development
A01295,S0171,O016,2025-09-21,Applied,14.3,Predictive maintenance for machines;News summarizer;Smart traffic signal system,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A01296,S0369,O048,2026-02-27,Accepted,33.3,Automated essay grader;Smart traffic signal system;Health monitoring wearable,Android;Keras;Docker,Finance;Cybersecurity
A01297,S0494,O047,2025-12-08,Applied,0.0,Virtual lab for circuits;News summarizer;IoT-based smart irrigation;Attendance app using face recognition,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A01298,S0077,O017,2025-11-19,Applied,28.6,Image classifier for plant disease,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A01299,S0493,O027,2025-10-11,Applied,14.3,Attendance app using face recognition,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A01300,S0210,O035,2025-11-02,Applied,0.0,Health monitoring wearable;Sentiment analysis for reviews,SQL;Django;Android;Node.js;Java,Finance
A01301,S0163,O049,2025-10-15,Interview,0.0,News summarizer,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A01302,S0065,O053,2026-01-15,Interview,0.0,Recommendation system for courses,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A01303,S0094,O026,2026-01-13,Accepted,0.0,Chatbot for student queries;Real-time object detection;Image classifier for plant disease,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A01304,S0261,O026,2026-01-05,Interview,0.0,Automated essay grader,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A01305,S0199,O060,2025-12-18,Rejected,33.3,IoT-based smart irrigation;Crop yield predictor,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A01306,S0401,O026,2025-10-29,Offered,16.7,News summarizer;Attendance app using face recognition,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A01307,S0142,O005,2026-02-26,Rejected,16.7,Image classifier for plant disease;Virtual lab for circuits;Blockchain-based certificate verification,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A01308,S0453,O027,2026-02-06,Applied,14.3,Sentiment analysis for reviews;Virtual lab for circuits,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A01309,S0439,O055,2025-11-28,Interview,25.0,E-commerce website,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A01310,S0151,O031,2026-01-17,Offered,25.0,IoT-based smart irrigation;Chatbot for student queries;Predictive maintenance for machines,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A01311,S0340,O011,2026-02-15,Applied,0.0,Image classifier for plant disease,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A01312,S0107,O024,2025-09-23,Applied,60.0,Inventory management tool,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A01313,S0500,O060,2025-10-17,Offered,0.0,Virtual lab for circuits,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A01314,S0156,O033,2026-02-11,Applied,0.0,Expense tracker app;Inventory management tool,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A01315,S0155,O010,2025-10-22,Applied,28.6,Real-time object detection;Crop yield predictor,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A01316,S0443,O018,2025-11-12,Applied,0.0,Predictive maintenance for machines,SolidWorks;GCP;Flask,DevOps
A01317,S0158,O047,2026-01-05,Rejected,0.0,Sentiment analysis for reviews,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A01318,S0386,O025,2026-02-07,Applied,25.0,E-commerce website;Resume parser,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A01319,S0057,O010,2025-10-12,Applied,14.3,Attendance app using face recognition,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A01320,S0327,O028,2025-11-23,Shortlisted,25.0,Predictive maintenance for machines,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A01321,S0385,O023,2025-10-31,Applied,28.6,Resume parser;News summarizer,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A01322,S0295,O051,2025-11-03,Applied,0.0,Attendance app using face recognition,Docker;JavaScript;GCP,Business Analytics
A01323,S0205,O043,2026-03-15,Applied,0.0,Smart traffic signal system;News summarizer;E-commerce website,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A01324,S0145,O042,2025-10-12,Interview,0.0,Virtual lab for circuits,Docker;Flutter;React,UI/UX;IoT
A01325,S0052,O043,2026-03-20,Shortlisted,25.0,Smart traffic signal system;News summarizer,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A01326,S0397,O013,2026-02-06,Shortlisted,16.7,E-commerce website;IoT-based smart irrigation;Image classifier for plant disease,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A01327,S0272,O010,2026-01-16,Applied,42.9,Image classifier for plant disease;Health monitoring wearable;Chatbot for student queries;Attendance app using face recognition,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A01328,S0439,O043,2026-01-07,Applied,0.0,E-commerce website,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A01329,S0116,O022,2026-03-12,Shortlisted,33.3,News summarizer;Predictive maintenance for machines,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A01330,S0148,O033,2026-01-26,Offered,0.0,Resume parser;Crop yield predictor,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A01331,S0371,O005,2026-02-02,Shortlisted,0.0,Smart traffic signal system;News summarizer,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A01332,S0301,O052,2026-01-05,Shortlisted,40.0,IoT-based smart irrigation,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A01333,S0208,O026,2025-11-25,Rejected,0.0,Energy optimization dashboard;Sentiment analysis for reviews;Inventory management tool,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A01334,S0010,O023,2025-10-15,Offered,14.3,News summarizer;E-commerce website;Virtual lab for circuits;Recommendation system for courses,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A01335,S0023,O012,2025-10-13,Applied,25.0,IoT-based smart irrigation;Energy optimization dashboard,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A01336,S0450,O024,2025-12-08,Applied,20.0,Recommendation system for courses;Crop yield predictor;Sentiment analysis for reviews,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A01337,S0384,O018,2025-10-11,Offered,33.3,Blockchain-based certificate verification;Smart traffic signal system,SolidWorks;GCP;Flask,DevOps
A01338,S0096,O016,2025-09-27,Applied,14.3,Resume parser,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A01339,S0206,O004,2025-12-08,Shortlisted,28.6,IoT-based smart irrigation;E-commerce website,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A01340,S0487,O034,2026-01-06,Applied,0.0,Image classifier for plant disease;IoT-based smart irrigation;Attendance app using face recognition,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A01341,S0485,O016,2026-01-25,Applied,14.3,Predictive maintenance for machines;Blockchain-based certificate verification;Attendance app using face recognition,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A01342,S0366,O047,2026-03-03,Rejected,25.0,Crop yield predictor;E-commerce website,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A01343,S0198,O004,2025-10-04,Applied,14.3,Smart traffic signal system,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A01344,S0032,O045,2025-11-10,Applied,0.0,Inventory management tool;Smart traffic signal system,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A01345,S0229,O036,2026-02-18,Shortlisted,40.0,IoT-based smart irrigation;Energy optimization dashboard,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A01346,S0468,O004,2025-10-10,Applied,14.3,Chatbot for student queries;Predictive maintenance for machines,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A01347,S0142,O003,2025-09-23,Applied,0.0,Image classifier for plant disease;Virtual lab for circuits;Blockchain-based certificate verification,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A01348,S0471,O060,2026-01-19,Offered,33.3,Health monitoring wearable;Blockchain-based certificate verification,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A01349,S0124,O007,2026-03-31,Interview,20.0,Chatbot for student queries,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A01350,S0383,O007,2026-02-17,Offered,20.0,Resume parser;Virtual lab for circuits,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A01351,S0391,O042,2026-02-09,Applied,33.3,Attendance app using face recognition,Docker;Flutter;React,UI/UX;IoT
A01352,S0400,O048,2025-10-16,Rejected,66.7,Expense tracker app,Android;Keras;Docker,Finance;Cybersecurity
A01353,S0388,O025,2025-10-29,Interview,75.0,Predictive maintenance for machines,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A01354,S0482,O023,2026-03-14,Interview,0.0,Inventory management tool;Sentiment analysis for reviews;Health monitoring wearable,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A01355,S0385,O004,2026-03-23,Shortlisted,28.6,Resume parser;News summarizer,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A01356,S0051,O038,2026-03-04,Applied,0.0,Blockchain-based certificate verification,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A01357,S0326,O030,2026-02-01,Applied,14.3,Expense tracker app,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A01358,S0187,O059,2025-09-22,Shortlisted,40.0,IoT-based smart irrigation;Virtual lab for circuits,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A01359,S0040,O014,2026-01-10,Applied,0.0,Inventory management tool,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A01360,S0173,O034,2025-11-01,Interview,50.0,Inventory management tool;Real-time object detection;Blockchain-based certificate verification,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A01361,S0012,O031,2025-11-01,Shortlisted,0.0,Expense tracker app;Predictive maintenance for machines,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A01362,S0347,O056,2026-01-11,Shortlisted,0.0,Virtual lab for circuits;Chatbot for student queries,GCP;Docker;Django;iOS;Figma;TensorFlow,Blockchain
A01363,S0002,O031,2025-10-25,Interview,0.0,Chatbot for student queries;Expense tracker app,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A01364,S0307,O049,2025-10-04,Interview,14.3,Resume parser;Real-time object detection,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A01365,S0240,O008,2026-01-04,Applied,25.0,Crop yield predictor;Health monitoring wearable,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A01366,S0015,O036,2026-03-15,Shortlisted,20.0,Automated essay grader;Health monitoring wearable;Sentiment analysis for reviews,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A01367,S0399,O040,2026-01-18,Rejected,42.9,Recommendation system for courses;E-commerce website,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A01368,S0080,O009,2025-11-10,Interview,50.0,Virtual lab for circuits,SQL;Django;Node.js;Linux,Digital Marketing
A01369,S0451,O049,2026-02-17,Shortlisted,28.6,Smart traffic signal system;Automated essay grader,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A01370,S0197,O017,2026-01-21,Applied,14.3,Resume parser,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A01371,S0062,O035,2025-11-09,Applied,0.0,Predictive maintenance for machines;Crop yield predictor,SQL;Django;Android;Node.js;Java,Finance
A01372,S0429,O015,2025-09-30,Applied,25.0,IoT-based smart irrigation;News summarizer,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A01373,S0215,O036,2025-10-17,Rejected,20.0,Resume parser;Blockchain-based certificate verification;Recommendation system for courses,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A01374,S0004,O012,2025-12-02,Shortlisted,0.0,Automated essay grader;News summarizer,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A01375,S0345,O047,2026-03-22,Shortlisted,0.0,Attendance app using face recognition,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A01376,S0402,O023,2026-01-17,Rejected,14.3,Crop yield predictor;E-commerce website;Predictive maintenance for machines,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A01377,S0257,O003,2025-09-23,Applied,25.0,News summarizer;Crop yield predictor,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A01378,S0132,O043,2025-12-04,Applied,25.0,Image classifier for plant disease;E-commerce website,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A01379,S0394,O009,2025-11-13,Rejected,25.0,Energy optimization dashboard,SQL;Django;Node.js;Linux,Digital Marketing
